dataset,dataset_length,base,base sent,base recv,defended,defended sent,defended recv,missing,missing sent,missing recv,bandwidth,bandwidth sent,bandwidth recv,delay,time base,time defended,rf,df
tamaraw-pc0.030-ps0.0055-w6000000.0,19000,4188.8085,347.9627,3840.8458,9735.0026,1472.4336,8262.5690,0.0000,0.0000,0.0000,1.3241,3.2316,1.1512,1.4876,28.0652,69.8164,0.2845,0.3100
tamaraw-pc0.005-ps0.0045-w1000000.0,19000,4188.8085,347.9627,3840.8458,11091.1772,4404.2821,6686.8951,0.0000,0.0000,0.0000,1.6478,11.6573,0.7410,0.4928,28.0652,41.8959,0.4118,0.3237
tamaraw-pc0.005-ps0.0045-w1500000.0,19000,4188.8085,347.9627,3840.8458,11655.5491,4707.0772,6948.4718,0.0000,0.0000,0.0000,1.7825,12.5275,0.8091,0.5684,28.0652,44.0169,0.3684,0.2542
tamaraw-pc0.005-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,12149.0728,4980.0538,7169.0189,0.0000,0.0000,0.0000,1.9004,13.3120,0.8665,0.6429,28.0652,46.1087,0.3387,0.2421
tamaraw-pc0.005-ps0.0045-w2500000.0,19000,4188.8085,347.9627,3840.8458,12574.3679,5220.7518,7353.6161,0.0000,0.0000,0.0000,2.0019,14.0038,0.9146,0.7118,28.0652,48.0416,0.3066,0.2189
tamaraw-pc0.005-ps0.0050-w1000000.0,19000,4188.8085,347.9627,3840.8458,10683.9160,4357.9339,6325.9821,0.0000,0.0000,0.0000,1.5506,11.5241,0.6470,0.5015,28.0652,42.1390,0.4074,0.2926
tamaraw-pc0.005-ps0.0050-w1500000.0,19000,4188.8085,347.9627,3840.8458,11210.1111,4664.6256,6545.4855,0.0000,0.0000,0.0000,1.6762,12.4055,0.7042,0.5834,28.0652,44.4379,0.3637,0.2384
tamaraw-pc0.005-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,11671.0253,4938.7325,6732.2928,0.0000,0.0000,0.0000,1.7862,13.1933,0.7528,0.6573,28.0652,46.5116,0.3239,0.2063
tamaraw-pc0.005-ps0.0050-w2500000.0,19000,4188.8085,347.9627,3840.8458,12076.5393,5183.7537,6892.7856,0.0000,0.0000,0.0000,1.8830,13.8974,0.7946,0.7338,28.0652,48.6607,0.3003,0.1742
tamaraw-pc0.005-ps0.0055-w1000000.0,19000,4188.8085,347.9627,3840.8458,10538.2411,4424.6791,6113.5620,0.0000,0.0000,0.0000,1.5158,11.7160,0.5917,0.5419,28.0652,43.2729,0.3974,0.3342
tamaraw-pc0.005-ps0.0055-w1500000.0,19000,4188.8085,347.9627,3840.8458,11051.4140,4744.4134,6307.0006,0.0000,0.0000,0.0000,1.6383,12.6348,0.6421,0.6273,28.0652,45.6702,0.3589,0.2587
tamaraw-pc0.005-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,11498.2198,5026.6163,6471.6035,0.0000,0.0000,0.0000,1.7450,13.4458,0.6849,0.7125,28.0652,48.0624,0.3287,0.2203
tamaraw-pc0.005-ps0.0055-w2500000.0,19000,4188.8085,347.9627,3840.8458,11888.8607,5276.2424,6612.6184,0.0000,0.0000,0.0000,1.8382,14.1632,0.7217,0.7949,28.0652,50.3732,0.3018,0.2045
tamaraw-pc0.005-ps0.0060-w1000000.0,19000,4188.8085,347.9627,3840.8458,10327.8125,4427.2928,5900.5197,0.0000,0.0000,0.0000,1.4656,11.7235,0.5363,0.5621,28.0652,43.8406,0.4089,0.3321
tamaraw-pc0.005-ps0.0060-w1500000.0,19000,4188.8085,347.9627,3840.8458,10816.0864,4750.1935,6065.8929,0.0000,0.0000,0.0000,1.5821,12.6514,0.5793,0.6514,28.0652,46.3479,0.3608,0.2737
tamaraw-pc0.005-ps0.0060-w2000000.0,19000,4188.8085,347.9627,3840.8458,11250.9968,5038.1878,6212.8089,0.0000,0.0000,0.0000,1.6860,13.4791,0.6176,0.7384,28.0652,48.7885,0.3271,0.2392
tamaraw-pc0.005-ps0.0060-w2500000.0,19000,4188.8085,347.9627,3840.8458,11628.4295,5291.5649,6336.8646,0.0000,0.0000,0.0000,1.7761,14.2073,0.6499,0.8208,28.0652,51.1015,0.3029,0.2087
tamaraw-pc0.005-ps0.0065-w1000000.0,19000,4188.8085,347.9627,3840.8458,10177.5577,4441.3087,5736.2490,0.0000,0.0000,0.0000,1.4297,11.7638,0.4935,0.5839,28.0652,44.4536,0.4100,0.3316
tamaraw-pc0.005-ps0.0065-w1500000.0,19000,4188.8085,347.9627,3840.8458,10641.8021,4766.7607,5875.0414,0.0000,0.0000,0.0000,1.5405,12.6991,0.5296,0.6757,28.0652,47.0297,0.3579,0.2829
tamaraw-pc0.005-ps0.0065-w2000000.0,19000,4188.8085,347.9627,3840.8458,11064.3699,5058.8167,6005.5533,0.0000,0.0000,0.0000,1.6414,13.5384,0.5636,0.7616,28.0652,49.4407,0.3239,0.2384
tamaraw-pc0.005-ps0.0065-w2500000.0,19000,4188.8085,347.9627,3840.8458,11430.8789,5314.4580,6116.4209,0.0000,0.0000,0.0000,1.7289,14.2731,0.5925,0.8462,28.0652,51.8128,0.2892,0.2126
tamaraw-pc0.010-ps0.0045-w1000000.0,19000,4188.8085,347.9627,3840.8458,9346.3395,2526.1948,6820.1446,0.0000,0.0000,0.0000,1.2313,6.2600,0.7757,0.5417,28.0652,43.2681,0.4271,0.4050
tamaraw-pc0.010-ps0.0045-w1500000.0,19000,4188.8085,347.9627,3840.8458,9722.6023,2625.1456,7097.4567,0.0000,0.0000,0.0000,1.3211,6.5443,0.8479,0.6273,28.0652,45.6695,0.3839,0.3500
tamaraw-pc0.010-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,10065.9976,2736.5513,7329.4464,0.0000,0.0000,0.0000,1.4031,6.8645,0.9083,0.7071,28.0652,47.9104,0.3403,0.2826
tamaraw-pc0.010-ps0.0045-w2500000.0,19000,4188.8085,347.9627,3840.8458,10373.1359,2844.5903,7528.5457,0.0000,0.0000,0.0000,1.4764,7.1750,0.9601,0.7814,28.0652,49.9967,0.3261,0.2716
tamaraw-pc0.010-ps0.0050-w1000000.0,19000,4188.8085,347.9627,3840.8458,8957.3574,2509.3944,6447.9630,0.0000,0.0000,0.0000,1.1384,6.2117,0.6788,0.5563,28.0652,43.6774,0.4116,0.3650
tamaraw-pc0.010-ps0.0050-w1500000.0,19000,4188.8085,347.9627,3840.8458,9291.6933,2610.9804,6680.7129,0.0000,0.0000,0.0000,1.2182,6.5036,0.7394,0.6465,28.0652,46.2097,0.3724,0.3161
tamaraw-pc0.010-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,9605.2608,2723.9804,6881.2804,0.0000,0.0000,0.0000,1.2931,6.8284,0.7916,0.7317,28.0652,48.5998,0.3361,0.2763
tamaraw-pc0.010-ps0.0050-w2500000.0,19000,4188.8085,347.9627,3840.8458,9889.0755,2835.2601,7053.8154,0.0000,0.0000,0.0000,1.3608,7.1482,0.8365,0.8101,28.0652,50.8006,0.3087,0.2637
tamaraw-pc0.010-ps0.0055-w1000000.0,19000,4188.8085,347.9627,3840.8458,8771.0174,2549.7976,6221.2198,0.0000,0.0000,0.0000,1.0939,6.3278,0.6198,0.5979,28.0652,44.8449,0.4184,0.4005
tamaraw-pc0.010-ps0.0055-w1500000.0,19000,4188.8085,347.9627,3840.8458,9078.0901,2652.9567,6425.1334,0.0000,0.0000,0.0000,1.1672,6.6243,0.6728,0.6935,28.0652,47.5296,0.3129,0.3521
tamaraw-pc0.010-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,9367.6699,2768.2664,6599.4035,0.0000,0.0000,0.0000,1.2364,6.9556,0.7182,0.7877,28.0652,50.1732,0.3337,0.3089
tamaraw-pc0.010-ps0.0055-w2500000.0,19000,4188.8085,347.9627,3840.8458,9636.4632,2882.0271,6754.4361,0.0000,0.0000,0.0000,1.3005,7.2826,0.7586,0.8730,28.0652,52.5675,0.2961,0.2937
tamaraw-pc0.010-ps0.0060-w1000000.0,19000,4188.8085,347.9627,3840.8458,8535.5561,2545.5293,5990.0268,0.0000,0.0000,0.0000,1.0377,6.3155,0.5596,0.6179,28.0652,45.4076,0.4200,0.3997
tamaraw-pc0.010-ps0.0060-w1500000.0,19000,4188.8085,347.9627,3840.8458,8813.1869,2649.6470,6163.5399,0.0000,0.0000,0.0000,1.1040,6.6147,0.6047,0.7195,28.0652,48.2574,0.3737,0.3595
tamaraw-pc0.010-ps0.0060-w2000000.0,19000,4188.8085,347.9627,3840.8458,9088.3145,2769.3674,6318.9471,0.0000,0.0000,0.0000,1.1697,6.9588,0.6452,0.8146,28.0652,50.9285,0.3479,0.3237
tamaraw-pc0.010-ps0.0060-w2500000.0,19000,4188.8085,347.9627,3840.8458,9335.6988,2884.0690,6451.6298,0.0000,0.0000,0.0000,1.2287,7.2884,0.6797,0.9070,28.0652,53.5190,0.3182,0.3008
tamaraw-pc0.010-ps0.0065-w1000000.0,19000,4188.8085,347.9627,3840.8458,8385.4404,2562.0643,5823.3761,0.0000,0.0000,0.0000,1.0019,6.3630,0.5162,0.6395,28.0652,46.0117,0.4161,0.3900
tamaraw-pc0.010-ps0.0065-w1500000.0,19000,4188.8085,347.9627,3840.8458,8638.0001,2667.6561,5970.3440,0.0000,0.0000,0.0000,1.0622,6.6665,0.5544,0.7462,28.0652,49.0065,0.3658,0.3624
tamaraw-pc0.010-ps0.0065-w2000000.0,19000,4188.8085,347.9627,3840.8458,8902.0994,2790.7232,6111.3762,0.0000,0.0000,0.0000,1.1252,7.0202,0.5912,0.8458,28.0652,51.8024,0.3511,0.3279
tamaraw-pc0.010-ps0.0065-w2500000.0,19000,4188.8085,347.9627,3840.8458,9139.7887,2907.9289,6231.8598,0.0000,0.0000,0.0000,1.1820,7.3570,0.6225,0.9375,28.0652,54.3758,0.3021,0.3003
tamaraw-pc0.015-ps0.0045-w1000000.0,19000,4188.8085,347.9627,3840.8458,8914.4485,1937.0777,6977.3708,0.0000,0.0000,0.0000,1.1282,4.5669,0.8166,0.5795,28.0652,44.3298,0.4463,0.4282
tamaraw-pc0.015-ps0.0045-w1500000.0,19000,4188.8085,347.9627,3840.8458,9223.0197,1956.2127,7266.8070,0.0000,0.0000,0.0000,1.2018,4.6219,0.8920,0.6732,28.0652,46.9584,0.4108,0.3755
tamaraw-pc0.015-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,9520.9499,2009.3040,7511.6459,0.0000,0.0000,0.0000,1.2729,4.7745,0.9557,0.7567,28.0652,49.3021,0.3895,0.3271
tamaraw-pc0.015-ps0.0045-w2500000.0,19000,4188.8085,347.9627,3840.8458,9795.0301,2070.2631,7724.7669,0.0000,0.0000,0.0000,1.3384,4.9497,1.0112,0.8306,28.0652,51.3763,0.3584,0.3229
tamaraw-pc0.015-ps0.0050-w1000000.0,19000,4188.8085,347.9627,3840.8458,8528.7864,1932.1862,6596.6002,0.0000,0.0000,0.0000,1.0361,4.5529,0.7175,0.6062,28.0652,45.0770,0.4450,0.4205
tamaraw-pc0.015-ps0.0050-w1500000.0,19000,4188.8085,347.9627,3840.8458,8798.6531,1955.0254,6843.6277,0.0000,0.0000,0.0000,1.1005,4.6185,0.7818,0.7062,28.0652,47.8849,0.3961,0.3755
tamaraw-pc0.015-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,9064.3805,2010.5002,7053.8803,0.0000,0.0000,0.0000,1.1640,4.7779,0.8365,0.7979,28.0652,50.4583,0.3776,0.3553
tamaraw-pc0.015-ps0.0050-w2500000.0,19000,4188.8085,347.9627,3840.8458,9311.3582,2073.3774,7237.9808,0.0000,0.0000,0.0000,1.2229,4.9586,0.8845,0.8808,28.0652,52.7843,0.3439,0.3242
tamaraw-pc0.015-ps0.0055-w1000000.0,19000,4188.8085,347.9627,3840.8458,8315.3566,1962.4625,6352.8941,0.0000,0.0000,0.0000,0.9851,4.6399,0.6540,0.6456,28.0652,46.1839,0.4574,0.4332
tamaraw-pc0.015-ps0.0055-w1500000.0,19000,4188.8085,347.9627,3840.8458,8550.2334,1984.6289,6565.6045,0.0000,0.0000,0.0000,1.0412,4.7036,0.7094,0.7534,28.0652,49.2110,0.4066,0.3974
tamaraw-pc0.015-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,8798.5556,2043.3351,6755.2206,0.0000,0.0000,0.0000,1.1005,4.8723,0.7588,0.8482,28.0652,51.8695,0.3771,0.3605
tamaraw-pc0.015-ps0.0055-w2500000.0,19000,4188.8085,347.9627,3840.8458,9028.5916,2108.7500,6919.8416,0.0000,0.0000,0.0000,1.1554,5.0603,0.8016,0.9380,28.0652,54.3907,0.3550,0.3408
tamaraw-pc0.015-ps0.0060-w1000000.0,19000,4188.8085,347.9627,3840.8458,8091.2778,1969.7919,6121.4859,0.0000,0.0000,0.0000,0.9316,4.6609,0.5938,0.6728,28.0652,46.9468,0.4524,0.4358
tamaraw-pc0.015-ps0.0060-w1500000.0,19000,4188.8085,347.9627,3840.8458,8294.3077,1992.3767,6301.9311,0.0000,0.0000,0.0000,0.9801,4.7258,0.6408,0.7880,28.0652,50.1796,0.3895,0.3995
tamaraw-pc0.015-ps0.0060-w2000000.0,19000,4188.8085,347.9627,3840.8458,8519.6899,2051.8553,6467.8346,0.0000,0.0000,0.0000,1.0339,4.8968,0.6840,0.8930,28.0652,53.1282,0.3639,0.3616
tamaraw-pc0.015-ps0.0060-w2500000.0,19000,4188.8085,347.9627,3840.8458,8731.9212,2118.3966,6613.5246,0.0000,0.0000,0.0000,1.0846,5.0880,0.7219,0.9861,28.0652,55.7397,0.3226,0.3497
tamaraw-pc0.015-ps0.0065-w1000000.0,19000,4188.8085,347.9627,3840.8458,7924.3226,1982.8700,5941.4526,0.0000,0.0000,0.0000,0.8918,4.6985,0.5469,0.6990,28.0652,47.6828,0.4439,0.4408
tamaraw-pc0.015-ps0.0065-w1500000.0,19000,4188.8085,347.9627,3840.8458,8100.3805,2005.4288,6094.9517,0.0000,0.0000,0.0000,0.9338,4.7633,0.5869,0.8177,28.0652,51.0137,0.3771,0.3953
tamaraw-pc0.015-ps0.0065-w2000000.0,19000,4188.8085,347.9627,3840.8458,8309.1015,2065.5255,6243.5760,0.0000,0.0000,0.0000,0.9836,4.9361,0.6256,0.9217,28.0652,53.9330,0.3374,0.3674
tamaraw-pc0.015-ps0.0065-w2500000.0,19000,4188.8085,347.9627,3840.8458,8503.4930,2132.1154,6371.3776,0.0000,0.0000,0.0000,1.0301,5.1274,0.6588,1.0225,28.0652,56.7613,0.3163,0.3579
tamaraw-pc0.020-ps0.0045-w1000000.0,19000,4188.8085,347.9627,3840.8458,8706.4351,1637.7570,7068.6781,0.0000,0.0000,0.0000,1.0785,3.7067,0.8404,0.6079,28.0652,45.1270,0.4671,0.4479
tamaraw-pc0.020-ps0.0045-w1500000.0,19000,4188.8085,347.9627,3840.8458,8993.4992,1615.9045,7377.5946,0.0000,0.0000,0.0000,1.1470,3.6439,0.9208,0.7042,28.0652,47.8294,0.4147,0.3982
tamaraw-pc0.020-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,9278.8168,1638.8151,7640.0018,0.0000,0.0000,0.0000,1.2151,3.7097,0.9891,0.7833,28.0652,50.0476,0.3821,0.3542
tamaraw-pc0.020-ps0.0045-w2500000.0,19000,4188.8085,347.9627,3840.8458,9541.8840,1674.6777,7867.2063,0.0000,0.0000,0.0000,1.2779,3.8128,1.0483,0.8554,28.0652,52.0710,0.3526,0.3268
tamaraw-pc0.020-ps0.0050-w1000000.0,19000,4188.8085,347.9627,3840.8458,8321.0743,1637.7751,6683.2992,0.0000,0.0000,0.0000,0.9865,3.7068,0.7401,0.6344,28.0652,45.8695,0.4597,0.4350
tamaraw-pc0.020-ps0.0050-w1500000.0,19000,4188.8085,347.9627,3840.8458,8566.3262,1620.0544,6946.2718,0.0000,0.0000,0.0000,1.0451,3.6558,0.8085,0.7387,28.0652,48.7973,0.4134,0.4066
