dataset,dataset_length,base,base sent,base recv,defended,defended sent,defended recv,missing,missing sent,missing recv,bandwidth,bandwidth sent,bandwidth recv,delay,time base,time defended,rf,df
tamaraw-pc0.030-ps0.0055-w4000000.0,19000,4188.8085,347.9627,3840.8458,9405.8233,1617.9824,7787.8408,0.0000,0.0001,0.0000,1.2455,3.6499,1.0276,3.3046,28.0295,120.6570,0.1845,0.3345
tamaraw-pc0.030-ps0.0055-w6000000.0,19000,4188.8085,347.9627,3840.8458,10187.3545,1819.7958,8367.5587,0.0000,0.0001,0.0000,1.4320,4.2299,1.1786,4.3632,28.0289,150.3249,0.1171,0.2958
tamaraw-pc0.005-ps0.0045-w1000000.0,19000,4188.8085,347.9627,3840.8458,11065.5238,4389.7593,6675.7645,0.0004,0.0010,0.0004,1.6417,11.6156,0.7381,1.0947,27.7199,58.0661,0.3874,0.3245
tamaraw-pc0.005-ps0.0045-w1500000.0,19000,4188.8085,347.9627,3840.8458,11632.4117,4693.4871,6938.9246,0.0004,0.0010,0.0004,1.7770,12.4885,0.8066,1.3115,27.7200,64.0758,0.3489,0.2671
tamaraw-pc0.005-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,12132.4591,4969.5222,7162.9369,0.0004,0.0010,0.0004,1.8964,13.2818,0.8649,1.5535,27.7200,70.7828,0.3184,0.2371
tamaraw-pc0.005-ps0.0045-w2500000.0,19000,4188.8085,347.9627,3840.8458,12568.2596,5215.3404,7352.9192,0.0004,0.0010,0.0004,2.0004,13.9882,0.9144,1.7971,27.7200,77.5345,0.2858,0.2189
tamaraw-pc0.005-ps0.0050-w1000000.0,19000,4188.8085,347.9627,3840.8458,10657.7942,4340.1655,6317.6287,0.0004,0.0009,0.0003,1.5443,11.4731,0.6449,1.0223,27.7473,56.1141,0.3929,0.2961
tamaraw-pc0.005-ps0.0050-w1500000.0,19000,4188.8085,347.9627,3840.8458,11182.4140,4645.8541,6536.5599,0.0004,0.0009,0.0003,1.6696,12.3516,0.7019,1.2124,27.7474,61.3884,0.3418,0.2376
tamaraw-pc0.005-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,11643.7493,4920.7855,6722.9638,0.0004,0.0009,0.0003,1.7797,13.1417,0.7504,1.4170,27.7474,67.0665,0.3087,0.1961
tamaraw-pc0.005-ps0.0050-w2500000.0,19000,4188.8085,347.9627,3840.8458,12053.1141,5168.1582,6884.9559,0.0004,0.0009,0.0003,1.8775,13.8526,0.7926,1.6336,27.7474,73.0767,0.2800,0.1821
tamaraw-pc0.005-ps0.0055-w1000000.0,19000,4188.8085,347.9627,3840.8458,10515.9026,4407.7502,6108.1524,0.0003,0.0008,0.0003,1.5105,11.6673,0.5903,1.0147,27.7675,55.9424,0.3887,0.3147
tamaraw-pc0.005-ps0.0055-w1500000.0,19000,4188.8085,347.9627,3840.8458,11031.3566,4728.6114,6302.7453,0.0003,0.0008,0.0003,1.6335,12.5894,0.6410,1.1993,27.7792,61.0947,0.3389,0.2611
tamaraw-pc0.005-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,11479.6543,5012.2391,6467.4152,0.0003,0.0008,0.0003,1.7406,13.4045,0.6839,1.3978,27.7792,66.6098,0.3068,0.2408
tamaraw-pc0.005-ps0.0055-w2500000.0,19000,4188.8085,347.9627,3840.8458,11874.7398,5264.6359,6610.1038,0.0003,0.0008,0.0003,1.8349,14.1299,0.7210,1.6019,27.7792,72.2787,0.2818,0.2121
tamaraw-pc0.005-ps0.0060-w1000000.0,19000,4188.8085,347.9627,3840.8458,10309.2401,4411.8055,5897.4346,0.0003,0.0008,0.0003,1.4611,11.6790,0.5355,0.9790,27.7854,54.9873,0.3958,0.3334
tamaraw-pc0.005-ps0.0060-w1500000.0,19000,4188.8085,347.9627,3840.8458,10802.0618,4737.2051,6064.8568,0.0003,0.0007,0.0002,1.5788,12.6141,0.5790,1.1552,27.8034,59.9222,0.3379,0.2689
tamaraw-pc0.005-ps0.0060-w2000000.0,19000,4188.8085,347.9627,3840.8458,11239.2591,5027.2659,6211.9932,0.0003,0.0007,0.0002,1.6832,13.4477,0.6174,1.3350,27.8037,64.9230,0.3063,0.2413
tamaraw-pc0.005-ps0.0060-w2500000.0,19000,4188.8085,347.9627,3840.8458,11621.5232,5283.7495,6337.7736,0.0003,0.0007,0.0002,1.7744,14.1848,0.6501,1.5174,27.8037,69.9918,0.2766,0.2168
tamaraw-pc0.005-ps0.0065-w1000000.0,19000,4188.8085,347.9627,3840.8458,10162.9842,4427.2927,5735.6914,0.0003,0.0007,0.0002,1.4262,11.7235,0.4933,1.0040,27.8028,55.7168,0.3903,0.3234
tamaraw-pc0.005-ps0.0065-w1500000.0,19000,4188.8085,347.9627,3840.8458,10631.5726,4755.4400,5876.1326,0.0002,0.0007,0.0002,1.5381,12.6665,0.5299,1.1841,27.8204,60.7616,0.3355,0.2837
tamaraw-pc0.005-ps0.0065-w2000000.0,19000,4188.8085,347.9627,3840.8458,11056.3922,5049.6859,6006.7063,0.0002,0.0007,0.0002,1.6395,13.5121,0.5639,1.3648,27.8207,65.7900,0.3047,0.2416
tamaraw-pc0.005-ps0.0065-w2500000.0,19000,4188.8085,347.9627,3840.8458,11428.2682,5308.8974,6119.3708,0.0002,0.0007,0.0002,1.7283,14.2571,0.5932,1.5508,27.8207,70.9642,0.2784,0.2055
tamaraw-pc0.010-ps0.0045-w1000000.0,19000,4188.8085,347.9627,3840.8458,9534.0895,2702.8290,6831.2605,0.0001,0.0003,0.0001,1.2761,6.7676,0.7786,1.4717,27.9436,69.0695,0.2382,0.3987
tamaraw-pc0.010-ps0.0045-w1500000.0,19000,4188.8085,347.9627,3840.8458,10008.1107,2887.2147,7120.8961,0.0001,0.0003,0.0001,1.3892,7.2975,0.8540,1.8409,27.9436,79.3839,0.1205,0.3363
tamaraw-pc0.010-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,10450.7009,3084.2018,7366.4991,0.0001,0.0003,0.0001,1.4949,7.8636,0.9179,2.2167,27.9436,89.8852,0.1134,0.3103
tamaraw-pc0.010-ps0.0045-w2500000.0,19000,4188.8085,347.9627,3840.8458,10858.8067,3278.3292,7580.4776,0.0001,0.0003,0.0001,1.5923,8.4215,0.9736,2.5905,27.9436,100.3314,0.2789,0.2742
tamaraw-pc0.010-ps0.0050-w1000000.0,19000,4188.8085,347.9627,3840.8458,9090.2932,2635.7454,6454.5478,0.0001,0.0003,0.0001,1.1701,6.5748,0.6805,1.2367,27.9562,62.5305,0.2539,0.3645
tamaraw-pc0.010-ps0.0050-w1500000.0,19000,4188.8085,347.9627,3840.8458,9487.2274,2792.4397,6694.7877,0.0001,0.0003,0.0001,1.2649,7.0251,0.7431,1.5026,27.9562,69.9637,0.3184,0.3108
tamaraw-pc0.010-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,9864.5243,2960.4281,6904.0962,0.0001,0.0003,0.0001,1.3550,7.5079,0.7975,1.7778,27.9562,77.6563,0.2137,0.2745
tamaraw-pc0.010-ps0.0050-w2500000.0,19000,4188.8085,347.9627,3840.8458,10213.6708,3127.5755,7086.0953,0.0001,0.0003,0.0001,1.4383,7.9882,0.8449,2.0483,27.9562,85.2177,0.1632,0.2503
tamaraw-pc0.010-ps0.0055-w1000000.0,19000,4188.8085,347.9627,3840.8458,8864.5162,2640.6924,6223.8238,0.0001,0.0003,0.0001,1.1162,6.5890,0.6204,1.0835,27.9586,58.2527,0.3866,0.4008
tamaraw-pc0.010-ps0.0055-w1500000.0,19000,4188.8085,347.9627,3840.8458,9210.1715,2777.4669,6432.7045,0.0001,0.0003,0.0001,1.1988,6.9821,0.6748,1.2774,27.9586,63.6729,0.2779,0.3274
tamaraw-pc0.010-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,9540.5136,2927.9399,6612.5736,0.0001,0.0003,0.0001,1.2776,7.4145,0.7216,1.4820,27.9586,69.3933,0.1729,0.3079
tamaraw-pc0.010-ps0.0055-w2500000.0,19000,4188.8085,347.9627,3840.8458,9852.1186,3078.1873,6773.9314,0.0001,0.0003,0.0001,1.3520,7.8463,0.7637,1.6836,27.9586,75.0309,0.1705,0.2855
tamaraw-pc0.010-ps0.0060-w1000000.0,19000,4188.8085,347.9627,3840.8458,8601.2642,2610.5927,5990.6714,0.0001,0.0003,0.0001,1.0534,6.5025,0.5597,0.9626,27.9586,54.8725,0.3874,0.4124
tamaraw-pc0.010-ps0.0060-w1500000.0,19000,4188.8085,347.9627,3840.8458,8902.6958,2735.8737,6166.8221,0.0001,0.0003,0.0001,1.1254,6.8625,0.6056,1.1100,27.9586,58.9919,0.3518,0.3529
tamaraw-pc0.010-ps0.0060-w2000000.0,19000,4188.8085,347.9627,3840.8458,9202.6455,2877.8469,6324.7986,0.0001,0.0003,0.0001,1.1970,7.2706,0.6467,1.2631,27.9586,63.2733,0.3158,0.3279
tamaraw-pc0.010-ps0.0060-w2500000.0,19000,4188.8085,347.9627,3840.8458,9476.9314,3015.8065,6461.1249,0.0001,0.0003,0.0001,1.2624,7.6670,0.6822,1.4196,27.9586,67.6499,0.2366,0.2918
tamaraw-pc0.010-ps0.0065-w1000000.0,19000,4188.8085,347.9627,3840.8458,8434.7441,2611.4784,5823.2657,0.0001,0.0003,0.0001,1.0136,6.5051,0.5161,0.9237,27.9620,53.7906,0.3853,0.4068
tamaraw-pc0.010-ps0.0065-w1500000.0,19000,4188.8085,347.9627,3840.8458,8701.2350,2729.6756,5971.5594,0.0001,0.0003,0.0001,1.0773,6.8447,0.5548,1.0543,27.9620,57.4425,0.3039,0.3679
tamaraw-pc0.010-ps0.0065-w2000000.0,19000,4188.8085,347.9627,3840.8458,8980.9622,2866.7600,6114.2022,0.0001,0.0003,0.0001,1.1440,7.2387,0.5919,1.1909,27.9620,61.2629,0.3016,0.3326
tamaraw-pc0.010-ps0.0065-w2500000.0,19000,4188.8085,347.9627,3840.8458,9235.8195,2998.9389,6236.8806,0.0001,0.0003,0.0001,1.2049,7.6186,0.6238,1.3251,27.9620,65.0140,0.2705,0.3058
tamaraw-pc0.015-ps0.0045-w1000000.0,19000,4188.8085,347.9627,3840.8458,9163.8316,2165.4698,6998.3618,0.0001,0.0001,0.0000,1.1877,5.2233,0.8221,1.9344,28.0118,82.1982,0.3247,0.4282
tamaraw-pc0.015-ps0.0045-w1500000.0,19000,4188.8085,347.9627,3840.8458,9599.9557,2296.5630,7303.3927,0.0001,0.0001,0.0000,1.2918,5.6000,0.9015,2.4988,28.0118,98.0079,0.2613,0.3789
tamaraw-pc0.015-ps0.0045-w2000000.0,19000,4188.8085,347.9627,3840.8458,10009.6167,2445.6067,7564.0100,0.0001,0.0001,0.0001,1.3896,6.0284,0.9694,2.9915,28.0095,111.7993,0.2089,0.3379
tamaraw-pc0.015-ps0.0045-w2500000.0,19000,4188.8085,347.9627,3840.8458,10403.1499,2608.7027,7794.4472,0.0001,0.0001,0.0001,1.4836,6.4971,1.0294,3.5132,28.0083,126.4076,0.1892,0.3218
tamaraw-pc0.015-ps0.0050-w1000000.0,19000,4188.8085,347.9627,3840.8458,8721.0168,2109.0857,6611.9311,0.0000,0.0001,0.0000,1.0820,5.0612,0.7215,1.6132,28.0254,73.2356,0.3492,0.4263
tamaraw-pc0.015-ps0.0050-w1500000.0,19000,4188.8085,347.9627,3840.8458,9079.2027,2209.8771,6869.3256,0.0000,0.0001,0.0000,1.1675,5.3509,0.7885,2.0237,28.0254,84.7407,0.2937,0.3858
tamaraw-pc0.015-ps0.0050-w2000000.0,19000,4188.8085,347.9627,3840.8458,9433.7926,2342.9305,7090.8621,0.0000,0.0001,0.0000,1.2521,5.7333,0.8462,2.4246,28.0248,95.9747,0.1803,0.3555
tamaraw-pc0.015-ps0.0050-w2500000.0,19000,4188.8085,347.9627,3840.8458,9761.2468,2474.6397,7286.6071,0.0000,0.0001,0.0000,1.3303,6.1118,0.8971,2.8084,28.0240,106.7271,0.1287,0.3289
tamaraw-pc0.015-ps0.0055-w1000000.0,19000,4188.8085,347.9627,3840.8458,8462.5549,2099.1427,6363.4122,0.0000,0.0001,0.0000,1.0203,5.0327,0.6568,1.3969,28.0282,67.1818,0.3047,0.4361
tamaraw-pc0.015-ps0.0055-w1500000.0,19000,4188.8085,347.9627,3840.8458,8758.4703,2174.7995,6583.6707,0.0000,0.0001,0.0000,1.0909,5.2501,0.7141,1.7006,28.0282,75.6943,0.3576,0.3900
tamaraw-pc0.015-ps0.0055-w2000000.0,19000,4188.8085,347.9627,3840.8458,9069.4350,2288.0352,6781.3998,0.0000,0.0001,0.0000,1.1652,5.5755,0.7656,2.0067,28.0282,84.2716,0.2645,0.3587
tamaraw-pc0.015-ps0.0055-w2500000.0,19000,4188.8085,347.9627,3840.8458,9362.8359,2408.4635,6954.3724,0.0000,0.0001,0.0000,1.2352,5.9216,0.8106,2.2960,28.0279,92.3791,0.1787,0.3363
tamaraw-pc0.015-ps0.0060-w1000000.0,19000,4188.8085,347.9627,3840.8458,8208.6472,2079.6524,6128.9948,0.0000,0.0001,0.0000,0.9597,4.9767,0.5957,1.2500,28.0338,63.0751,0.3629,0.4466
tamaraw-pc0.015-ps0.0060-w1500000.0,19000,4188.8085,347.9627,3840.8458,8455.9601,2141.7017,6314.2584,0.0000,0.0001,0.0000,1.0187,5.1550,0.6440,1.4940,28.0338,69.9175,0.2903,0.3971
tamaraw-pc0.015-ps0.0060-w2000000.0,19000,4188.8085,347.9627,3840.8458,8726.5672,2241.3239,6485.2433,0.0000,0.0001,0.0000,1.0833,5.4413,0.6885,1.7378,28.0338,76.7502,0.2218,0.3684
tamaraw-pc0.015-ps0.0060-w2500000.0,19000,4188.8085,347.9627,3840.8458,8985.6397,2348.5347,6637.1050,0.0000,0.0001,0.0000,1.1452,5.7494,0.7280,1.9726,28.0338,83.3339,0.1518,0.3408
tamaraw-pc0.015-ps0.0065-w1000000.0,19000,4188.8085,347.9627,3840.8458,8017.9168,2070.7083,5947.2085,0.0000,0.0001,0.0000,0.9141,4.9509,0.5484,1.1679,28.0357,60.7773,0.3729,0.4350
tamaraw-pc0.015-ps0.0065-w1500000.0,19000,4188.8085,347.9627,3840.8458,8225.0707,2121.1384,6103.9323,0.0000,0.0001,0.0000,0.9636,5.0959,0.5892,1.3718,28.0357,66.4947,0.2926,0.3947
tamaraw-pc0.015-ps0.0065-w2000000.0,19000,4188.8085,347.9627,3840.8458,8466.0666,2209.8284,6256.2383,0.0000,0.0001,0.0000,1.0211,5.3508,0.6289,1.5718,28.0357,72.1014,0.2655,0.3589
tamaraw-pc0.015-ps0.0065-w2500000.0,19000,4188.8085,347.9627,3840.8458,8694.0092,2305.6654,6388.3438,0.0000,0.0001,0.0000,1.0755,5.6262,0.6633,1.7712,28.0357,77.6912,0.2013,0.3537
tamaraw-pc0.020-ps0.0045-w1000000.0,19000,4188.8085,347.9627,3840.8458,8902.4635,1812.4021,7090.0614,0.0001,0.0001,0.0000,1.1253,4.2086,0.8460,1.9589,28.0131,82.8886,0.3413,0.4432
tamaraw-pc0.020-ps0.0045-w1500000.0,19000,4188.8085,347.9627,3840.8458,9290.1289,1875.7372,7414.3917,0.0001,0.0001,0.0000,1.2178,4.3906,0.9304,2.5291,28.0131,98.8616,0.2150,0.3968
